short_name,nationality_name,pace,shooting,passing,dribbling,defending,attacking_crossing,attacking_finishing,skill_long_passing,skill_ball_control,movement_acceleration,movement_agility,power_shot_power,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_reflexes,goalkeeping_speed
A. Østbø,Norway,,,,,,15,8,12,13,22,57,47,14,10,66,62,67,24
N. Vidrio,Mexico,40,47,56,55,66,59,38,59,59,33,59,59,70,68,15,16,6,
S. Salinas,United States,71,57,63,67,58,66,57,59,64,72,70,62,60,58,9,13,9,
E. Ambrose,Nigeria,46,44,53,57,65,41,38,60,58,47,62,64,64,62,12,10,16,
P. Šteinbors,Latvia,,,,,,16,11,35,21,39,50,48,18,16,66,62,63,37
E. Vera,Mexico,72,49,60,64,61,65,41,62,64,73,75,62,63,61,15,12,9,
J. González,Mexico,,,,,,15,14,12,20,44,58,52,14,13,67,63,61,44
S. Conneely,Republic of Ireland,42,49,58,60,63,51,46,63,62,49,63,58,64,63,15,14,14,
L. Sercombe,England,65,61,64,65,55,55,60,65,63,62,70,67,55,53,12,8,13,
J. Skjelvik,Norway,81,46,59,62,57,59,37,58,62,81,72,61,58,59,8,12,6,
L. Kalludra,Sweden,76,57,64,70,51,60,58,64,66,79,90,58,51,45,8,15,16,
A. MacDonald,Scotland,75,58,61,65,57,58,57,61,61,78,80,65,57,59,12,14,9,
E. Schreiner,Austria,68,62,62,64,58,65,60,59,65,66,68,67,60,57,16,12,14,
Juanan,Spain,32,35,47,43,65,45,25,60,49,30,32,59,64,58,8,16,7,
J. Mills,England,71,49,60,63,60,65,43,58,60,72,73,57,61,60,13,16,13,
J. Brayford,England,56,45,60,62,64,65,39,62,60,54,71,59,64,63,16,13,11,
K. Tokstad,Norway,79,61,61,66,47,63,59,54,65,78,71,67,50,46,14,9,11,
D. Gustafsson,Sweden,91,60,52,67,42,54,61,49,63,91,79,63,35,32,8,9,11,
Mossa,Spain,60,54,64,63,63,67,45,61,63,61,64,66,64,65,10,13,7,
C. McManaman,England,72,61,60,68,27,61,62,57,66,73,81,64,21,24,10,13,10,
A. DeLaGarza,Guam,64,48,61,62,63,59,49,58,63,66,72,53,62,63,13,9,11,
A. Al Zori,Saudi Arabia,65,45,55,62,63,65,40,47,66,67,69,55,64,63,11,6,7,
Yu Yang,China PR,62,25,45,49,64,19,17,58,57,59,61,43,65,64,12,7,10,
Dong Xuesheng,China PR,55,65,52,58,37,50,68,55,54,62,64,69,14,18,12,14,10,
Lim Jong Eun,Korea Republic,57,38,50,55,65,43,38,52,60,61,32,39,68,64,7,8,16,
Paulinho,Brazil,67,69,61,68,24,57,68,52,68,71,70,70,12,17,3,3,3,
M. Jurman,Australia,42,40,53,48,64,55,41,63,47,51,51,53,64,62,8,16,16,
P. Huspek,Austria,85,61,60,66,29,64,62,63,64,87,90,65,23,21,15,16,7,
M. Davidson,Scotland,53,58,61,66,63,54,57,64,65,54,85,66,64,61,7,10,16,
A. Cook,England,65,64,52,61,28,40,65,53,62,66,64,68,26,25,11,11,10,
Steven Vitória,Canada,34,54,52,48,63,37,47,57,58,30,32,74,67,63,14,7,6,
P. Kovář,Czech Republic,,,,,,20,12,23,22,32,38,50,11,14,66,61,65,33
H. Mulder,Netherlands,37,58,62,60,63,61,55,63,66,35,49,65,63,62,13,8,11,
M. Lund,Northern Ireland,67,64,62,63,64,54,64,65,64,66,61,67,64,65,9,8,11,
O. Lee,England,63,64,65,66,52,65,63,65,67,62,66,68,52,46,11,10,15,
M. Pink,Austria,55,65,51,59,27,49,68,44,62,45,57,71,13,12,8,12,15,
Romário,Brazil,53,59,65,74,46,59,51,63,72,71,87,71,40,34,15,10,15,
L. Brown,England,66,54,60,61,62,60,47,59,60,67,64,70,64,62,14,7,6,
N. Yamada,Japan,77,60,61,69,62,52,61,61,67,83,80,63,63,58,14,14,6,
O. Beckles,Grenada,54,27,47,56,63,53,17,45,59,55,66,46,65,63,14,8,10,
Adrián Sardinero,Spain,73,61,56,67,22,53,64,49,70,72,71,65,15,11,10,10,14,
D. Davis,England,74,63,65,66,65,67,62,65,66,74,70,70,66,65,8,7,8,
C. McLaughlin,Northern Ireland,68,47,61,63,62,65,43,60,62,71,69,58,63,60,9,13,6,
L. Gutiérrez,Bolivia,50,40,49,58,66,40,39,50,72,47,62,41,63,57,11,7,12,
M. Titsch Rivero,Germany,61,49,62,65,62,55,46,66,65,62,68,52,65,59,10,12,13,
F. Flores,Venezuela,68,46,62,58,62,58,39,62,61,68,63,56,65,65,11,15,16,
G. Álvarez,Bolivia,65,69,43,56,25,43,76,34,57,56,69,65,18,10,12,6,12,
B. García,Honduras,62,62,65,68,58,63,59,61,71,63,66,67,61,53,13,12,9,
A. Nsiala,Congo DR,70,38,49,50,63,54,32,44,51,69,61,57,64,63,10,13,10,
I. Saadi,Algeria,56,67,52,62,22,42,65,39,62,58,60,81,19,18,11,9,7,
T. Bunbury,United States,73,66,59,66,41,53,66,55,66,71,69,73,42,32,16,6,10,
C. McAleny,England,81,64,59,66,24,62,63,50,63,82,84,67,17,17,8,13,11,
M. Sansores,Mexico,65,66,53,63,35,45,71,52,63,62,69,65,32,25,11,7,12,
T. Eaves,England,53,66,46,59,37,33,65,41,62,52,58,74,42,31,14,14,6,
G. Williams,England,71,35,56,62,62,59,33,58,59,74,82,39,63,62,6,7,8,
C. Warner,United States,58,61,61,65,61,55,56,63,67,51,69,74,53,50,11,10,6,
P. Slišković,Croatia,66,65,42,57,33,39,69,36,60,62,58,65,28,32,7,11,12,
M. Murzaev,Kyrgyzstan,77,62,56,66,32,65,63,51,62,76,79,65,24,21,8,6,12,
Aguilera,Spain,47,57,61,66,60,43,54,64,66,51,81,66,61,60,6,6,8,
B. Oviedo,Costa Rica,67,57,64,67,61,67,54,59,65,70,75,66,62,62,11,12,16,
A. Faltsetas,Sweden,55,54,64,62,66,64,47,60,66,60,58,67,66,70,6,9,10,
J. Shaughnessy,Republic of Ireland,66,26,48,55,65,42,23,53,54,68,67,33,67,65,10,16,16,
A. Acosta,Mexico,43,58,67,68,63,70,51,67,70,54,68,60,64,66,9,11,15,
Fran Grima,Spain,70,42,52,60,61,60,41,48,62,71,72,54,64,61,15,9,8,
S. Suciu,Romania,58,59,63,64,62,56,53,65,69,61,73,64,63,62,12,9,11,
R. Magyar,Sweden,48,38,52,47,64,43,32,50,51,42,52,52,63,61,16,15,15,
T. Holý,Czech Republic,,,,,,13,18,29,19,22,35,42,25,25,68,60,69,26
M. Meilinger,Austria,67,62,66,66,33,67,61,65,66,70,72,66,33,35,6,6,15,
R. Padovani,France,56,54,60,61,67,55,53,67,66,57,66,52,67,64,11,10,8,
M. Nelom,Suriname,70,56,62,66,60,65,48,64,65,73,75,69,60,60,11,8,15,
R. Hassan,Nigeria,79,57,60,68,46,63,55,54,65,78,85,64,48,36,8,6,8,
J. Bertilsson,Sweden,72,61,63,66,32,58,60,58,66,75,72,61,26,23,9,14,8,
S. Galindo,Bolivia,74,58,68,64,47,64,50,68,71,73,62,65,49,37,6,8,12,
F. Brown Forbes,Costa Rica,79,61,55,60,43,57,64,47,62,76,56,67,42,34,12,16,8,
A. Sarcevic,England,63,63,64,67,59,56,63,64,66,62,80,66,62,57,16,11,16,
T. Leugers,Germany,62,54,60,62,63,63,41,63,63,67,66,65,63,64,11,15,12,
J. Rivierez,France,43,28,53,55,64,56,17,56,54,55,55,46,63,63,16,15,15,
M. Żyro,Poland,69,64,61,68,39,63,62,52,67,67,76,65,32,43,15,13,14,
D. McGregor,Scotland,67,32,38,41,63,22,28,43,44,64,35,43,65,62,11,12,10,
Marc Martínez,Spain,,,,,,13,19,33,27,46,58,49,20,17,65,62,69,49
C. Thomas,England,70,59,61,63,62,56,57,63,63,69,74,61,63,62,14,14,14,
J. Keohane,Republic of Ireland,76,53,55,61,59,61,55,51,61,76,68,56,60,60,10,8,8,
P. Hoban,Republic of Ireland,60,64,56,60,39,54,65,53,63,55,61,66,35,34,13,13,12,
J. Morris,England,68,63,64,66,57,65,62,60,64,70,76,68,55,52,11,11,9,
R. Janicki,Poland,51,36,55,52,62,46,27,63,54,50,51,54,61,63,11,8,14,
C. Winchester,Northern Ireland,73,60,64,67,57,64,59,62,66,74,78,63,58,57,11,7,12,
W. Keane,England,66,65,58,65,39,42,64,60,65,64,70,70,32,25,10,11,6,
E. Ebanks-Landell,England,52,48,49,52,64,51,39,52,52,51,50,66,66,64,10,8,11,
R. Lopes,Cape Verde Islands,50,29,46,51,66,43,23,51,52,51,46,42,66,65,10,9,8,
E. Zavaleta,El Salvador,54,55,51,54,63,29,49,58,58,52,32,68,64,62,12,7,15,
J. Bonham,Republic of Ireland,,,,,,12,19,40,22,43,32,50,11,11,66,64,65,43
P. Kitchen,United States,48,56,57,59,63,46,52,62,59,62,61,67,65,63,16,8,15,
K. Haraldseid,Norway,71,53,59,62,61,61,47,56,61,72,72,65,63,60,11,14,16,
M. Ødegaard,Norway,58,29,50,53,65,54,21,53,51,63,63,53,66,63,10,8,9,
N. Næss,Norway,47,52,61,60,63,54,44,66,61,37,60,72,64,62,12,16,9,
A. Vellios,Greece,47,66,56,60,36,36,66,54,65,46,53,70,33,32,10,14,8,
Javi Hernández,Spain,67,65,66,67,47,64,64,62,69,66,73,71,52,25,8,11,10,
J. Carroll,Republic of Ireland,72,39,62,59,59,65,36,63,59,73,60,48,61,60,14,14,9,
M. Mert,Belgium,68,56,68,70,48,63,50,69,70,71,78,64,47,41,15,7,13,
Choi Bo Kyung,Korea Republic,60,39,55,53,63,47,32,58,55,64,67,52,67,61,8,10,10,
M. O'Halloran,Scotland,89,59,56,65,31,61,60,49,64,88,83,65,22,25,15,13,13,
S. Gannon,Republic of Ireland,74,51,57,61,60,60,52,56,60,72,71,56,62,60,10,10,10,
J. Scowen,England,59,55,63,66,65,59,51,65,66,61,75,63,66,65,9,14,9,
Y. Songo'o,Cameroon,60,39,55,60,63,38,37,59,61,67,71,54,64,63,13,8,11,
A. Cairns,England,,,,,,12,11,11,13,49,43,44,11,11,65,61,66,49
Yu Sang Hun,Korea Republic,,,,,,14,19,34,13,42,44,45,13,18,64,61,67,39
J. Valencia,Ecuador,80,61,60,66,42,61,64,56,62,79,85,64,44,39,14,13,13,
O. Turton,England,66,43,58,59,60,60,48,60,58,67,78,45,62,60,8,15,14,
L. Isgrove,Wales,84,51,58,66,34,63,52,55,62,85,83,52,40,16,9,11,9,
A. O'Brien,Republic of Ireland,73,63,62,65,37,63,64,61,64,75,73,65,39,31,11,10,14,
L. Bangoura,Guinea,85,61,58,69,29,60,60,54,63,86,90,71,17,21,11,7,6,
J. Chianese,Australia,77,60,59,64,36,54,62,56,64,75,70,60,34,45,15,16,9,
A. Pierre,Grenada,69,37,46,50,63,33,34,52,53,71,51,45,64,63,14,8,12,
R. Matthews,England,,,,,,11,15,39,27,44,49,47,15,17,65,62,66,45
C. Dibon,Austria,64,33,51,52,64,34,42,58,54,67,61,23,63,61,8,11,9,
A. Luna,Uruguay,83,62,64,67,40,62,60,60,65,84,81,65,36,31,12,13,13,
R. Wolski,Poland,61,60,67,69,34,69,58,65,68,69,80,68,32,30,10,14,14,
R. Jackson,England,81,50,56,62,58,60,47,53,61,81,75,57,61,57,12,11,14,
U. Đerić,Serbia,44,69,47,57,29,27,69,37,62,59,40,76,11,11,6,7,16,
K. Escamilla,Mexico,46,55,61,54,58,57,55,67,68,60,64,62,60,60,8,13,13,
B. Boulenger,France,62,32,59,60,63,64,21,62,63,63,55,52,63,62,8,8,9,
A. Jackson,England,51,30,42,52,64,27,30,50,56,50,58,40,66,64,11,12,8,
David Simón,Spain,75,46,55,62,58,60,42,57,62,73,69,57,58,59,15,12,11,
N. Dams,Germany,57,29,51,53,64,41,22,53,56,56,65,55,66,66,9,15,15,
D. Oshilaja,England,80,26,45,56,63,48,24,52,55,80,71,39,64,63,12,13,14,
T. Weilandt,Germany,73,63,60,67,39,60,64,50,65,76,74,65,41,30,8,11,12,
G. Carmona,Peru,65,40,51,54,65,58,36,49,54,70,60,57,69,67,12,7,15,
T. Grøgaard,Norway,75,45,60,64,60,62,39,51,62,79,77,56,63,60,15,9,9,
S. Khelifi,Tunisia,80,58,58,69,30,56,58,53,67,79,86,59,27,31,12,6,14,
M. Mandron,France,64,63,53,63,43,47,64,43,65,66,65,67,41,36,14,10,8,
S. Auer,Austria,64,50,59,65,64,63,49,58,65,67,74,58,65,64,12,15,10,
B. Wilson,England,,,,,,18,19,22,20,40,32,50,14,17,66,64,68,40
K. Hemmings,England,72,65,51,63,29,38,66,43,63,73,68,67,20,19,13,8,15,
J. Smits,Netherlands,,,,,,13,17,33,26,56,58,50,20,19,67,63,65,56
M. Koné,Côte d'Ivoire,76,64,58,69,30,60,64,52,68,77,76,68,30,12,10,11,11,
S. Maier,Germany,67,61,65,68,34,66,54,55,65,77,82,69,24,20,11,7,8,
D. Pedersen,Denmark,66,52,62,63,62,57,47,64,63,68,71,60,62,61,16,7,13,
C. Raglan,England,67,32,46,47,62,26,29,64,50,68,41,45,64,66,14,16,14,
W. Golla,Poland,52,36,54,51,64,41,29,58,57,52,64,45,67,66,10,16,11,
D. McGeouch,Scotland,61,53,63,66,60,59,47,66,67,55,69,66,60,61,10,11,15,
M. Kuhn,Germany,87,50,61,63,56,63,44,60,60,84,76,61,58,60,12,11,8,
K. Luckassen,Netherlands,73,66,43,60,29,31,70,42,60,72,68,68,27,24,8,8,12,
N. Thomsen,Denmark,62,58,65,67,47,62,58,64,67,63,69,62,45,43,6,8,11,
O. Bulut,Germany,74,54,64,63,59,61,51,68,55,74,78,62,62,60,13,12,15,
Jefté,Spain,58,67,51,64,31,47,69,40,66,57,65,65,37,20,10,15,15,
O. Norburn,Grenada,74,61,64,66,62,62,58,67,66,72,73,61,63,59,16,12,16,
T. Hopper,England,64,63,53,62,34,48,66,45,63,62,69,65,41,43,9,8,9,
L. Antal,Romania,74,59,62,65,40,67,54,63,65,73,72,65,42,39,10,10,7,
J. Willis,England,75,25,48,58,65,43,15,49,57,72,76,47,66,63,9,11,10,
J. Walker,Scotland,82,62,64,67,40,64,63,59,63,81,85,58,50,37,12,13,6,
K. Rowe,United States,59,62,67,67,57,67,58,65,65,58,68,72,61,56,9,16,13,
R. Kristiansen,Norway,75,45,56,62,60,60,43,55,60,76,74,47,62,62,15,7,12,
Yeo Reum,Korea Republic,71,59,66,66,57,62,54,67,65,69,78,65,60,54,8,16,10,
C. Stockton,England,67,64,52,63,32,41,65,49,64,65,65,66,34,12,15,16,11,
M. Saldívar,Paraguay,72,44,50,62,62,62,36,47,59,71,65,51,69,66,7,13,15,
B. Fofana,Guinea,54,60,57,53,64,49,54,56,54,55,52,75,65,63,14,9,13,
V. Agardius,Sweden,71,36,56,63,64,57,26,58,65,69,70,57,63,61,13,9,8,
I. Cissé,Guinea,69,46,58,62,66,56,27,61,64,71,66,71,69,67,12,11,15,
R. Zozulya,Ukraine,73,63,56,61,43,51,62,42,62,73,66,68,40,24,6,11,11,
M. Dyngeland,Norway,,,,,,16,13,24,22,41,34,44,17,16,65,64,66,41
A. Uryga,Poland,51,43,54,46,63,55,38,54,54,45,55,55,63,63,15,8,13,
A. Said,Italy,67,65,54,61,39,61,67,38,64,63,63,73,44,42,7,11,9,
T. Watt,Scotland,71,65,56,66,33,31,65,63,64,69,68,66,45,30,12,13,9,
C. Matei,Romania,77,63,65,68,54,66,62,63,67,78,76,67,60,51,13,9,9,
B. Aloé,France,32,32,39,44,67,36,27,44,59,31,37,42,70,68,12,11,7,
M. Paulissen,Netherlands,73,61,66,64,42,65,60,66,63,74,73,67,40,42,16,14,6,
O. Hawsawi,Saudi Arabia,49,29,43,46,63,26,20,44,44,48,65,40,65,68,10,8,10,
A. Asiri,Saudi Arabia,63,30,45,41,64,35,24,49,50,61,64,43,65,62,6,12,8,
F. Al Qarni,Saudi Arabia,,,,,,11,16,39,17,42,50,46,14,13,64,61,68,44
S. Al Qumayzi,Saudi Arabia,74,38,55,62,57,66,35,58,61,76,74,44,59,58,15,10,12,
T. Bartomeús,Paraguay,65,28,51,58,64,58,23,51,59,64,68,32,66,64,12,13,13,
T. Bu Haymid,Saudi Arabia,70,58,62,65,58,64,53,60,62,71,78,64,62,56,8,9,12,
A. Khamis,Saudi Arabia,70,50,60,66,60,53,46,62,66,70,71,52,64,56,11,10,15,
M. Blair,England,76,56,57,62,59,62,56,55,59,75,73,60,61,57,15,12,13,
T. Anderson,England,34,33,41,38,64,25,33,51,42,34,31,43,64,63,13,11,14,
P. Vlachodimos,Greece,74,59,61,66,34,61,57,60,64,76,76,63,22,26,9,7,10,
Maurides,Brazil,50,67,52,63,30,27,66,60,65,51,59,70,29,30,13,10,12,
C. Brown,Australia,72,44,59,61,57,68,46,58,60,72,69,39,58,60,14,12,16,
J. O'Sullivan,Republic of Ireland,79,55,59,64,51,56,52,60,62,79,73,63,51,50,11,12,10,
D. Vaca,Bolivia,,,,,,11,15,20,19,42,38,47,19,17,59,62,63,41
M. Gajos,Poland,73,66,65,66,61,64,64,64,66,76,73,73,61,57,7,6,7,
T. Ondaan,Guyana,86,63,57,69,37,59,61,47,66,87,82,68,21,29,9,12,6,
J. Wurtz,Germany,69,66,62,63,59,57,64,58,60,71,68,71,62,60,9,12,13,
M. Jahfali,Saudi Arabia,62,36,49,45,64,43,34,52,47,67,63,42,67,65,12,10,6,
K. Kamiński,Poland,,,,,,13,18,24,26,30,38,49,12,13,65,63,65,36
A. Belmonte,France,55,45,65,67,58,59,33,69,68,49,67,63,61,57,9,9,14,
S. Piesinger,Austria,33,54,58,54,64,48,48,66,65,32,33,70,64,55,16,11,10,
M. Schmerböck,Austria,77,64,60,68,34,60,65,60,66,79,81,67,27,30,12,14,6,
L. Nilsen,Norway,85,57,55,63,54,65,58,47,63,85,72,64,57,60,6,8,13,
A. Hansen,Denmark,,,,,,18,11,38,24,47,43,52,16,18,67,62,67,47
M. Hallberg,Sweden,64,63,66,65,61,66,56,65,66,62,70,76,63,59,15,8,6,
A. Al Zaqan,Saudi Arabia,85,65,56,66,21,59,63,52,65,84,77,75,13,18,14,15,10,
G. Zhukov,Kazakhstan,71,57,63,69,58,62,60,64,67,72,78,60,58,61,10,15,14,
L. Johansson,Sweden,,,,,,20,17,22,23,35,37,49,20,14,68,63,66,38
D. Del Fabro,Italy,65,34,38,48,67,25,23,46,46,64,58,54,65,63,3,3,3,
M. Al Olayan,Saudi Arabia,74,46,60,64,61,58,41,59,64,74,67,53,66,56,9,16,12,
A. Dźwigała,Poland,65,43,51,54,61,37,32,56,63,66,61,56,66,65,8,6,13,
S. Sosa Sánchez,Uruguay,54,66,45,62,22,33,72,33,65,54,60,61,14,19,11,5,6,
H. Quiñones,Colombia,71,48,56,61,61,63,48,54,62,72,70,48,63,60,10,10,13,
S. O'Neill,United States,60,51,57,60,62,46,48,60,62,53,55,62,65,59,16,6,15,
G. Leigh,Jamaica,74,46,53,61,62,60,45,51,60,73,59,45,62,62,9,11,9,
J. Donachie,Australia,58,32,48,43,65,38,31,54,51,55,47,38,66,62,15,10,6,
A. Berzel,Germany,70,51,52,50,63,42,43,50,54,75,65,65,66,67,14,9,8,
M. Starke,Namibia,76,68,62,67,33,66,66,52,67,74,69,74,30,34,13,12,9,
R. Nagai,Japan,85,62,57,64,27,66,66,45,63,84,72,61,19,16,8,14,7,
M. Thiel,Germany,72,66,62,67,31,65,62,56,66,68,68,75,32,25,14,16,9,
R. Vollath,Germany,,,,,,10,9,21,16,37,38,45,9,15,64,62,67,39
M. Maloča,Croatia,61,36,39,42,64,40,40,37,42,50,54,40,64,62,9,15,10,
E. Ba,France,63,54,57,65,62,42,54,61,65,61,72,59,68,62,8,10,10,
M. Osuna,Mexico,69,67,61,67,62,53,67,59,70,69,71,70,66,65,14,6,12,
M. Lackner,Austria,36,44,57,56,64,55,36,61,56,39,68,54,65,62,15,11,13,
Jung Seok Hwa,Korea Republic,72,62,62,70,51,57,58,63,68,74,77,68,49,44,13,16,9,
R. Klingenburg,Germany,48,61,61,66,58,54,59,65,68,52,62,67,57,51,12,15,8,
H. Adelakun,England,79,61,60,66,21,62,61,62,60,78,71,71,18,15,16,7,10,
T. Söderström,Sweden,87,57,56,64,57,54,55,58,62,90,67,60,59,58,15,16,13,
D. Brown,Jamaica,83,64,49,61,35,43,65,31,59,79,75,66,38,25,9,16,6,
Lee Jeong Hyeop,Korea Republic,64,62,47,60,34,32,62,44,56,62,71,65,28,22,10,8,12,
Yun Pyeong Gook,Korea Republic,,,,,,20,16,25,24,45,32,47,11,12,64,65,65,47
Y. Ono,Japan,73,59,63,67,40,57,55,62,66,74,76,61,31,27,15,9,13,
N. Al Mousa,Saudi Arabia,51,53,64,65,61,60,53,67,65,47,71,56,64,62,12,15,11,
B. Dabanlı,Germany,32,34,54,48,63,43,30,61,54,31,31,51,66,64,7,8,7,
T. Al Absi,Saudi Arabia,57,25,38,47,66,31,17,37,55,57,46,38,71,65,15,10,7,
L. Ojeda,Argentina,,,,,,15,12,27,23,41,39,44,19,14,61,62,68,44
P. Retre,Australia,54,50,60,67,62,62,52,61,68,54,72,48,62,59,7,10,8,
N. Albarracín,Uruguay,66,69,60,66,44,56,71,59,69,63,64,68,44,36,13,11,8,
L. Rougeaux,France,52,43,54,49,66,59,42,59,55,52,31,52,65,66,7,10,7,
H. Al Hazaa,Saudi Arabia,77,63,45,62,21,37,68,36,66,79,69,62,17,15,12,13,7,
F. Hurtado,Chile,,,,,,19,19,21,11,46,39,47,19,16,64,66,67,46
Miguel Oliveira,Portugal,,,,,,15,13,16,24,27,35,47,15,13,64,65,65,27
I. Ssewankambo,Sweden,77,37,57,60,59,54,31,58,61,73,65,48,61,58,6,13,10,
S. Goss,England,65,58,66,65,58,58,56,68,67,66,61,64,60,57,9,8,12,
Rúben Oliveira,Portugal,73,59,65,70,49,55,55,67,70,75,76,70,55,49,11,12,10,
B. Utvik,Norway,46,37,48,52,66,46,33,49,57,48,55,43,67,64,10,11,15,
R. Haynes,England,76,55,58,61,58,62,58,55,59,75,72,56,59,58,10,15,12,
J. Mena,Colombia,69,32,40,50,62,22,26,50,53,65,48,63,63,64,9,6,14,
D. Asprilla,Colombia,74,63,58,67,39,58,59,55,67,75,73,70,34,38,11,7,10,
M. Galain,Uruguay,61,28,42,46,64,32,29,35,56,58,59,37,68,65,15,12,9,
S. Martínez,Chile,68,50,62,65,63,55,50,65,68,70,59,53,67,59,8,13,13,
S. Varas,Chile,59,65,49,60,29,23,65,42,63,63,65,72,20,22,6,9,13,
M. Qasem,Saudi Arabia,76,58,58,68,57,63,52,53,67,76,73,68,57,60,15,11,8,
J. McGhee,Scotland,65,34,57,61,65,56,29,58,64,63,61,44,65,63,10,15,16,
S. Ojeda,Argentina,48,34,41,43,64,33,28,43,47,42,44,53,66,64,9,9,7,
F. Montero,Argentina,67,56,61,65,65,57,47,67,66,66,67,67,65,62,13,10,14,
L. Ashcroft,Scotland,67,28,44,52,65,31,19,47,52,66,67,46,66,64,12,8,7,
S. Coopman,Belgium,47,59,68,68,46,68,59,66,68,46,68,55,42,34,8,14,10,
T. Lumanza Lembi,Belgium,64,55,63,66,62,56,48,65,68,65,58,67,63,62,11,7,8,
B. Ndoye,Senegal,49,61,57,58,61,53,62,61,65,43,54,65,63,62,13,10,7,
G. Rólantsson,Faroe Islands,80,61,60,64,59,64,64,64,65,78,66,64,58,59,10,10,6,
K. Mensah,Denmark,78,59,56,68,54,60,58,55,66,75,85,61,56,57,10,13,9,
J. Grønning,Denmark,43,51,53,56,63,39,50,60,60,43,55,60,65,63,14,10,11,
T. Mikkelsen,Denmark,,,,,,16,16,48,37,30,32,52,17,12,65,66,63,32
J. Dodoo,Ghana,80,62,56,64,35,64,64,55,63,80,70,68,47,43,8,14,10,
O. Lund,Denmark,67,43,57,60,61,60,48,57,61,66,62,36,65,62,12,13,10,
Ó. Benítez,Argentina,51,33,41,36,66,27,22,42,42,49,37,60,67,66,11,12,15,
K. Jackson,England,91,63,47,63,30,45,65,33,62,90,73,64,25,21,12,16,12,
K. Azamoum,France,57,56,67,65,59,67,51,65,66,63,73,63,65,60,10,12,7,
M. Stefaniak,Germany,75,60,64,68,29,67,57,47,67,83,80,69,25,26,13,11,10,
S. Hertner,Germany,72,42,60,62,61,63,31,61,61,71,70,52,63,60,10,8,7,
A. Powell,Jamaica,86,45,55,62,57,61,37,56,62,83,75,62,61,63,8,7,10,
G. Burón,Mexico,63,42,59,65,61,67,32,60,65,64,73,49,62,64,13,11,15,
J. Payne,England,74,59,61,70,42,54,57,58,68,81,90,62,45,36,6,15,11,
F. Menig,Germany,63,35,48,54,65,50,31,39,59,61,53,39,66,67,11,13,13,
V. Vermeij,Netherlands,41,65,55,56,31,50,68,56,57,41,42,69,22,23,9,9,11,
R. Blanco,Venezuela,55,71,52,61,23,43,73,49,59,46,55,70,20,14,9,14,14,
F. Pol,Venezuela,60,55,63,63,63,63,54,64,70,62,63,66,64,60,14,9,8,
J. Reyes,Venezuela,70,60,58,64,42,29,63,67,62,72,68,59,45,33,10,11,9,
E. Boateng,Ghana,90,59,58,67,41,55,59,55,63,91,91,67,49,38,10,12,14,
H. Takahashi,Japan,38,51,59,58,64,53,49,66,61,37,66,52,62,60,14,11,11,
K. Vida,Hungary,75,64,60,64,25,66,62,55,64,73,71,70,16,16,13,8,10,
Ely,Cape Verde Islands,81,63,60,65,41,53,61,56,65,80,74,68,29,32,14,10,15,
J. Sanguinetti,Argentina,66,69,62,64,39,56,70,61,63,65,62,70,42,37,7,14,6,
M. Kupczak,Poland,65,50,55,58,61,46,44,62,64,63,68,68,64,64,14,10,15,
B. Halliday,England,71,38,56,63,60,61,33,54,59,73,80,49,62,60,15,9,10,
C. Diedhiou,Senegal,62,26,36,40,66,25,24,32,39,60,42,34,65,62,16,11,13,
F. Friday,Nigeria,71,64,48,65,27,44,65,34,65,67,60,68,14,15,15,15,11,
F. Cardozo,Argentina,70,32,50,53,63,65,29,51,57,72,59,45,59,61,13,9,7,
J. Verdugo,Chile,83,55,59,67,49,50,55,59,68,83,75,61,61,42,7,9,13,
P. Jaroszyński,Poland,68,45,60,62,65,68,39,66,63,71,64,51,66,65,8,15,13,
S. Nicholson,Scotland,86,61,57,66,48,59,60,54,63,91,83,63,53,34,12,9,14,
C. Johansson,Sweden,52,25,43,47,64,27,23,53,54,50,55,35,64,59,6,9,14,
P. Lipski,Poland,67,63,64,65,45,59,61,65,65,71,75,67,51,44,7,9,8,
J. Cummings,Scotland,71,66,55,65,37,41,66,47,65,70,69,68,40,32,15,7,12,
S. Dursun,Turkey,59,39,52,54,64,57,37,56,54,53,54,39,65,62,14,8,7,
Jorginho,Guinea Bissau,73,64,59,66,23,62,64,58,66,73,74,70,24,20,11,15,16,
M. Jay,England,82,63,61,68,32,59,64,61,64,83,93,64,36,27,11,9,11,
Marcelo Djaló,Guinea Bissau,53,37,47,50,62,49,31,53,59,48,44,65,66,59,9,13,12,
J. Bajandouh,Saudi Arabia,41,57,64,60,62,67,52,62,63,34,61,70,65,60,15,15,11,
J. Arrascaita,Bolivia,75,50,59,68,37,64,47,58,66,78,80,51,30,32,6,8,9,
R. Ramallo,Bolivia,73,67,49,63,40,60,71,29,64,74,72,63,51,43,6,15,15,
M. Jakóbowski,Poland,81,56,59,63,33,60,60,57,60,81,70,59,25,26,15,12,10,
Rafael Ratão,Brazil,78,62,51,70,24,52,67,41,66,82,84,59,15,16,14,15,16,
